id_servico;nome;servicoDigital
6051;Participar de Processo Seletivo para Ingresso em Curso de Graduação (Bacharelado) na UNIFEI na Modalidade Transferência Externa (Facultativa);False
3151;Obter aprovação do Projeto Básico das instalações de transmissão concedidas.;True
9634;Obter Acesso ou Cópia de Processo sobre Imóvel da União administrado pela SPU;True
11745;Solicitar serviço de cura e ruptura de corpos de prova cilíndricos de concreto;False
6123;Obter Assistência Estudantil - IFPE;True
1363;Obter autorização de importação eventual e específica de produtos vegetais;False
10781;Manifestar inconformidade sobre despacho decisório;False
1404;Obter autorização de importação de material vegetal sujeito a quarentena;True
12435;Participar de Processo Seletivo para curso de graduação (Obtenção de Novo Título) - UFLA;True
1112;Obter autorização ou renovação para hospitais e equipes de transplante;False
10663;Cadastrar contatos para prestar informações à equipe de monitoramento da Receita Federal;True
11168;Solicitar orientação para adequação às Boas Práticas de Manipulação de Alimentos;False
11665;Solicitar investigação e treinamento das variáveis envolvidas na tomada de decisões de atletas;False
10635;Sistema de Subvenção ao Abastecimento do Diesel Pesqueiro;True
1147;Consultar débitos inscritos em dívida ativa da União e do FGTS;True
2626;Obter Certidão e Certificado de Cadastro ou Registro de Produtos para Saúde;False
11982;Solicitar Exclusão da Lista de Devedores da PGFN;True
12266;Obter Dados Meteorológicos Espacializados, Observações e Estimativas - INPE;True
9286;Pesquisar empresas titulares dos empreendimentos de geração elétrica do país;True
5862;Obter diploma ou 2ª via de diploma de graduação - UFRPE;False
6320;Matricular-se em curso de Educação Superior de Graduação (Licenciatura, Tecnologia e Bacharelado) - IFPB;True
12415;Solicitar Transferência de Benefício de Residente no Exterior para Receber em Banco Brasileiro - Acordo Internacional;True
11874;Solicitar hospedagem para visitantes externos;True
1402;Obter licença para fabricação de produto veterinário exclusivamente para exportação;False
11101;Habilitar Agentes Intermediários no âmbito do Selo Biocombustível Social;True
2835;Obter o desarquivamento de pedido de patente ou de certificado de adição de invenção;True
2824;Obter Liberação Sequencial de Selos para Produtos com Conformidade Avaliada;True
6569;Participar de processo seletivo para curso de Formação Inicial e Continuada - IF BAIANO;False
12267;Obter dados de Queimadas;True
2618;Obter Registro de Medicamentos Genéricos, Similares, Novos e Inovadores;False
11263;Solicitar atendimento nutricional para paciente oncológico;False
11065;Obter aprovação do local para construção do depósito rejeitos radioativos;True
11068;Obter autorização para descomissionamento de depósitos iniciais, intermediários ou provisórios de rejeitos radioativos;True
5866;Participar de Processo Seletivo para curso de graduação - UFRGS;False
6298;Matricular-se em curso de Educação Superior de Graduação (Licenciatura, Tecnologia e Bacharelado) - IF BAIANO;False
11664;Solicitar avaliação e treinamento dos processos cognitivos dos atletas;False
5873;Participar de processo seletivo para curso de Educação Profissional Técnica (Educação de Jovens e Adultos, Integrado e Subsequente) - IFMS.;False
6562;Matricular-se em curso de Educação Profissional Técnica (Educação de Jovens e Adultos, Integrado e Subsequente) - IFFAR;False
10040;Cancelar Autorização de Funcionamento – Produtos para saúde;True
6306;Participar de processo seletivo para curso de Educação à Distância - IFSertãoPE;False
11398;Obter imagens de sensoriamento remoto da Terra geradas pelo satélite CBERS-4;True
10545;Solicitar atendimento odontológico para alunos assistidos;True
6090;Participar de processo seletivo para cursos Técnicos Concomitantes/Subsequentes ao Ensino Médio - IF Sudeste MG;True
12447;Participar de processos de pré-seleção para ocupação de cargos de liderança;True
5951;Participar de processo seletivo para curso de Educação Profissional Técnica (Educação de Jovens e Adultos, Integrado e Subsequente) - IFPR;False
11770;Solicitar diagnóstico de gestação de fêmeas de grande porte;False
9384;Obter Certificação de Boas Práticas de Distribuição e Armazenagem de Medicamentos;True
9417;Emitir segunda via do Certificação de Boas Práticas de Fabricação de Produtos para Saúde;True
10188;Obter Certificado Operacional de operador aeroportuário;True
11788;Solicitar consultoria em haras e canis;False
12369;Solicitar Acesso à Documentos/Informações da SPA, inclusive as relacionadas à Lei Geral de Proteção de Dados Pessoais;False
11249;Visitar ou agendar apresentação na Estação Cultural da UFV;False
11829;Preencher Consulta Prévia Digital do Fundo de Desenvolvimento do Centro-Oeste;True
4209;Cadastrar bens culturais protegidos na esfera municipal;False
12234;Publicar artigos na revista científica Benjamin Constant;True
9820;Homologar órgãos e entidades para prestação de cursos;False
3064;Matricular aeronaves;True
11326;Solicitar transferência de tecnologia - UFSCAR;False
11337;Solicitar parceria institucional - UFSCAR;False
12377;Consultar Certificado de Regularidade;False
12124;Solicitar ajuste na Lista de Medicamentos de Baixo Risco Sujeitos à Notificação;True
6238;Participar de processo seletivo - FIC - IFMT;True
12329;Obter Serviços de Construção de Embarcações de Alto Desempenho;False
5901;Obter Assistência Estudantil - UFSCAR;False
12536;Protocolar documentos junto ao Ministério da Infraestrutura;True
8763;Solicitar Aposentadoria por Tempo de Contribuição - Acordo Internacional;True
9692;Participar de processo de transferência ou retorno de portador de diploma para curso de Graduação - IFC;True
10252;Obter Certidão Negativa de Débitos de Titulação de Lote Agrícola com o Departamento Nacional de Obras contra as Secas;True
9696;Participar de processo de transferência para curso de Educação Profissional Técnica Integrada ao Ensino Médio - IFC;True
9379;Solicitar Transferência de Tecnologia - IFC;False
12718;Solicitar redefinição de senha ou desbloqueio para acesso ao Ambiente Virtual de Aprendizagem - AVA - UFRB;True
1410;Certificar sementes e mudas;False
11032;Declarar participantes e tributação de planos previdenciários;False
12311;Obter o índice de variação magnética planetária - INPE;True
9392;Obter Certificação de Boas Práticas de Fabricação de Saneantes;True
12414;Submeter documentação referente à embarcação de cruzeiro com previsão para operar no País durante a temporada 2021-2022;True
10922;Enviar DOITU - exclusivo para cartórios;True
12563;Participar de Processo Seletivo para curso de pós-graduação - UFRPE;True
12567;Consultar Pontos de Parada e Descanso em Rodovias;True
12019;Solicitar Certificado ENCCEJA - IFGOIANO;True
11991;Solicitar cancelamento de registro de obra audiovisual não publicitária;True
9436;Obter aprovação como projeto de investimento prioritário no setor de saneamento  - Debêntures Incentivadas;True
12340;Cadastrar Empresas Prestadoras de Serviços de Operação e Manutenção de Auxílios à Navegação;True
12717;Solicitar ingresso em curso de graduação através da Transferência Externa - UFRB;True
6456;Obter 2ª via de diploma - IFMT;True
6137;Receber bolsa de Pesquisa - IFSC;False
9665;Consultar pagamentos não alocados no débito inscrito em dívida ativa da União;True
12541;Registrar diplomas de faculdades, centros universitários e universidades privadas para graduação - UFRN;False
12543;Obter 2ª via de diploma de pós-graduação - UFRN;False
2357;Realizar inscrição em processos seletivos para cursos de Especialização e MBA na Enap;True
10482;Realizar Cursos na Escola Nacional de Prevenção e Solução de Conflitos;False
10716;Renovar Protocolo de Refúgio para solicitante que está no Sisconare;False
12654;Acessar o Sistema de Consultas e Normas da Previc;True
8924;Registrar na Antaq alteração de frota;True
9448;Habilitar Laticínios ou Cooperativas de leite no Programa Mais Leite Saudável;True
10553;Agendar visita ao campus de Goiabeiras;True
10551;Comprar tíquete no Restaurante Universitário - UFES;False
5992;Receber bolsa de Pesquisa - UFES;False
6727;Registrar Auditor Independente - CVM;True
5974;Receber bolsa de Extensão - IFSC;False
9569;Registrar manifestação sobre serviço prestado pela UFES;True
10548;Obter acompanhamento a pessoa com deficiência - UFES;False
9454;Cadastrar reprodutores para admissão em Centro de Coleta e Processamento de Sêmen;True
10160;Renovar Licença de Funcionamento de Empresa que Atua com Produtos Químicos Controlados;True
9026;Solicitar cópia de vídeos do Acervo da VídeoSaúde Distribuidora - Fiocruz;False
11430;Solicitar atendimento aos veículos de comunicação.;False
12325;Obter autorização para serviço especial para fins científicos ou experimentais de radiodifusão;True
12230;Impugnar rescisão do acordo de transação;True
10544;Obter atendimento psicológico para estudante - UFES;False
10616;Apresentar recurso de exclusão de parcelamento especial;True
11893;Participar de edital para executar serviços de rádio educativa;True
9495;Participar do Cine Ciência do Museu de Astronomia e Ciências Afins;False
3281;Obter certificação de organização de manutenção de produto aeronáutico doméstica;True
5850;Matricular-se em Curso de Graduação - UNIFEI;True
942;Cancelar registro de estabelecimentos produtores e comerciantes de material de multiplicação animal (MMA) - sêmen e embriões;True
12163;Solicitar emissão de certificados de Ações de Extensão - UFES;False
2590;Licenciar seguradoras, sociedades de capitalização, as entidades abertas de previdência complementar e resseguradores locais;True
3306;Obter aprovação de Grande Modificação por Certificado Suplementar de Tipo (CST) / Obter aprovação de Grande Alteração por Form. F-400-04 (SEGVOO 001);True
10505;Solicitar segurança e atendimento a emergências na Universidade Federal do Espírito Santo - Ufes;False
10474;Consultar requisitos e certificados da área animal;True
10221;Apresentar Recurso Administrativo – 2ª Instância;True
12732;Solicitar  Adesão, Implantação e Apoio às atividades da Rede dos Núcleos de Produção Digital;True
5510;Conecte SUS Cidadão;True
6497;Receber bolsa de Extensão - UFRB;False
10651;Emitir DARF para pagamento de multa trabalhista;True
11233;CVI Chile - Solicitar Certificado Internacional para viajar com seu cão ou gato para o Chile;True
6613;Obter Assistência Estudantil - UFMG;False
11331;CVI Paraguai - Solicitar Certificado Internacional para viajar com seu cão ou gato para o Paraguai;True
9492;Participar das Atividades do Projeto Meninas no Museu de Astronomia e Ciências Afins;False
11499;Solicitar recursos federais para obras emergenciais de prevenção para a redução de desastres;False
10564;Contratar ferramenta para integração ao Sistema Nacional de Emplacamento (WS-Emplaca);True
9844;Realizar transação extraordinária de débitos inscritos em dívida ativa da União;True
65;Manifestar interesse na continuidade do serviço em tecnologia digital;False
9865;Acessar estatísticas do Seguro-Desemprego;True
12345;Solicitar avaliações de alimentos;True
12562;Matricular-se em curso de extensão - UFU;True
12575;Matricular-se em curso de graduação - UNIFESP;True
12576;Matricular-se em Cursos de Pós-Graduação (Lato Sensu) e Cursos de Aperfeiçoamento - UNIFESP;True
11581;Obter o Certificado Nacional de Vacinação COVID-19;True
6019;Obter diploma ou 2ª via de diploma de graduação - Escola de Enfermagem - UFMG;False
8043;Solicitar alteração cadastral e do Modelo Operacional de Fornecedora de Vale-Pedágio obrigatório (Atualizar FVPO);True
6731;Registrar Consultor - CVM;False
5802;Obter diploma ou 2ª via de diploma de graduação - Escola de Educação Física, Fisioterapia e Terapia Ocupacional - UFMG;False
6650;Obter diploma ou 2ª via de diploma de graduação - Escola de Música - UFMG;False
2843;Solicitar o registro de marca coletiva;True
6730;Registrar Investidor Não Residente - CVM;False
6054;Obter diploma ou 2ª via de diploma de graduação - Faculdade de Ciências Econômicas - UFMG;False
12577;Revalidar Diplomas Estrangeiros de graduação - UNIFESP;True
6726;Registrar Oferta Pública de Distribuição de Valores Mobiliários - CVM;False
5789;Obter diploma ou 2ª via de diploma de graduação - Instituto de Ciências Agrárias - UFMG;False
6729;Registrar Agência de Classificação de Risco de Crédito - CVM;False
9906;Apresentar Recurso Administrativo em 1ª instância – Produtos Controlados;True
9535;Aderir ao Sistema Nacional de Segurança Alimentar e Nutricional;True
11894;Participar de edital para executar  serviços de RADCOM;True
9556;Aderir à Rede Brasileira de Banco de Alimentos;False
10273;Realizar Mapeamento de Segurança Alimentar e Nutricional;True
5831;Obter diploma ou 2ª via de diploma de graduação - Faculdade de Medicina - UFMG;False
10609;Consultar bancos ou instituições autorizadas pelo Banco Central;True
11613;Consultar situação de processo administrativo sancionador;False
1252;Obter outorga  para exercer serviços de radiodifusão comercial;False
9427;Obter Serviços de Tráfego Aéreo;False
12660;Emitir Certidão Susep;True
8910;Consultar acervo bibliográfico da Biblioteca de História das Ciências e da Saúde - Fiocruz/RJ;False
12661;Consultar Entidades Licenciadas pela Susep;True
9510;Obter registro junto ao Cadastro Geral de Classificação do MAPA;True
10802;Parcelar dívidas do Simples Nacional;False
12662;Solicitar emissão de certificado de participação em curso ou evento de extensão - IFMG;False
835;Emitir Certidão de Débitos e Consulta de Autos de Infração Trabalhista;True
10615;Obter adaptação de outorga de RTV;True
12101;Solicitar Título de Assentamento;True
9969;Ver Informações da Rede de Inteligência de Mercado do Turismo;True
11105;Regularizar cadastro bloqueado de assentado;False
6300;Matricular-se em curso de Educação Profissional Técnica (Educação de Jovens e Adultos, Integrado e Subsequente) - IFPA;True
12578;Registro Nacional de Tratores e Máquinas Agrícolas;False
12657;Informar Interrupção de Serviço de Radiodifusão ou Ancilar;True
10650;Consultar notificação de débito de FGTS;False
10087;Fazer Download do Código-Fonte do Verificador de Conformidade do Padrão de Assinatura Digital da ICP-Brasil;True
11611;Cadastrar-se como candidato a responsável por regime de resolução;False
12671;Conhecer os itens de segurança do dinheiro brasileiro;False
5045;Liberar Cláusula do Título do Assentamento;False
10091;Verificar Conformidade de Assinaturas Digitais ICP-Brasil;True
9380;Acessar o mapa do emprego;True
10649;Consultar auto de infração trabalhista;True
10938;Bloquear impressão da Declaração de Imposto de Renda;True
9383;Obter Certificação de Boas Práticas de Distribuição e Armazenagem de Insumos Farmacêuticos;True
10607;Verificar autenticidade dos relatórios do Registrato;True
3730;Restituir ou compensar crédito - CVM;True
10156;Enviar Proposta de Aquisição de Imóvel da União;True
12466;Matricular-se em curso de pós-graduação stricto sensu - UNILA;False
1688;Visitar o museu de valores do Banco Central;False
12398;Consultar o histórico dos mandatos e Decretos anteriores do CNPC;True
10407;Obter certificado de Cadastro Geral de Classificação do Ministério da Agricultura, Pecuária e Abastecimento (CGC);True
9290;Consultar acervo da Biblioteca Virtual da ANEEL (legislação e documentos do setor elétrico e atos administrativos);True
11602;DNIT - Aderir ao Programa Nacional de Educação para o Trânsito;True
10136;Apresentar Manifestação sobre Notificação ou Autuação de Infração em Imóvel da União;True
9408;Alterar Certificação de Boas Práticas de Fabricação de Insumos Farmacêuticos;True
10807;Esclarecer dúvidas sobre saúde suplementar;True
11977;Matrícular-se em curso de Pós-graduação - UFFS;False
10409;Obter renovação automática do registro junto ao Cadastro Geral de Classificação do Ministério da Agricultura, Pecuária e Abastecimento;True
12579;Matricular-se em curso de extensão - UFAL;True
12735;Solicitar ingresso em curso de graduação através do Cadastro Seletivo - UFRB;True
3335;Registrar reclamação sobre operadora de planos de saúde ou administradora de benefícios;True
12734;Alterar Cadifa;True
11238;Solicitar autorização para transporte interestadual de sangue;True
11306;Solicitar autorização de curso EAD;True
12736;Cancelar Cadifa;True
12663;Realizar Avaliação Operacional de Aeronaves;True
9445;Obter financiamento para melhoria da mobilidade urbana - Setor Público;True
1173;Obter capacitação e assessoria técnica para empreendimento criativo;False
2993;Obter qualificação profissional e auxílio para se colocar no mercado de trabalho para a pessoa surda;True
12664;Matricular-se em curso de pós-graduação lato sensu - UNILA;False
12665;Agendar atendimento presencial nos Núcleos da ANS;True
12738;Solicitar Cadifa;True
12739;Solicitar emissão de certificado de participação em curso ou evento de extensão - IFC;True
12162;Participar de Processo Seletivo para curso de pós-graduação lato sensu - UNILA;True
5226;Suspender o Benefício Assistencial da Pessoa com Deficiência (BPC) que começou a trabalhar;True
12741;Propor acordo de transação tributária individual à Receita Federal;True
11127;Usar o Polígono de Disposição Oceânica (PDO) do Porto de Santos;True
55;Serviço Militar Obrigatório: Alistamento, Seleção Geral, Seleção Complementar e Incorporação;True
10153;Obter Declaração de Aptidão ao Programa Nacional de Fortalecimento da Agricultura Familiar;False
11038;Declarar imposto de renda retido na fonte;False
2936;Solicitar Audiência - CVM;True
9496;Participar dos Ciclos de Palestras do Museu de Astronomia e Ciências Afins;False
12565;Solicitar Habilitação para cobrança de Direitos Autorais;True
9928;Solicitar inscrição em cursos de formação continuada a distância nas ações do FNDE;True
12666;Consultar os aerolevantamentos executados no território nacional;True
9406;Obter credenciamento de pessoa jurídica, junto ao CNPq, para importação de bens destinados à pesquisa;True
2570;Obter doação de mudas do Jardim Botânico do Rio de Janeiro;True
12667;Inscrever Entidades Executantes de aerolevantamento junto ao MD;True
10507;Obter credenciamento de empresa, junto ao CNPq, para importação de bens destinados à pesquisa - Lei 8.032/1990;True
12413;Emitir Extrato de Informações do Benefício;True
12668;Realizar visita técnica ao Instituto Evandro Chagas;False
2882;Hospedar-se na Pousada do Pesquisador;False
2575;Realizar visita guiada ao Herbário do Jardim Botânico do Rio de Janeiro;False
3238;Participar do Laboratório Didático do Museu do Meio Ambiente;False
9921;Solicitar a habilitação de ente ou entidade junto ao FNDE;False
3386;Obter identificação de plantas;False
9714;Acompanhar e avaliar a alimentação escolar das escolas públicas (controle social do PNAE);False
2569;Visitar exposição virtual no Centro de Visitantes do Jardim Botânico do Rio de Janeiro;False
9567;Participar do Programa Criança Feliz;True
9352;Habilitar Seguradora no FIES;True
10036;Realizar inscrição de fornecedores de livros ao PNLD;False
12006;Solicitar alteração técnica de estação transmissora de RADCOM;True
9336;Solicitar a instalação do ponto de conexão à internet do PBLE ou Conectividade Rural;True
12550;Solicitar regularização de medicamentos notificados;True
10912;Obter autorização para realização de operações não-regulares por empresas estrangeiras;True
9922;Solicitar abatimento de 1% do FIES para médicos;True
43;Consultar posição em lista de espera - Transplante de órgãos e córneas;True
9926;Solicitar adesão ao FIES;True
12621;Solicitar Delegação de Rede;True
9929;Solicitar resgate de CFT-E;True
9339;Solicitar análise de justificativa do saldo excedente de 30% na conta específica do PNAE;True
9600;Obter cópia de notas técnicas dos processos CEBAS – Educação;True
11574;Obter assistência especializada no Serviço Brasileiro de Respostas Técnicas;True
9340;Solicitar aumento da velocidade da conexão do PBLE;True
9927;Solicitar cadastro de ente ou entidade e seus respectivos dirigentes junto ao FNDE;True
10025;Solicitar livros da Reserva Técnica;False
10024;Solicitar livros do PNLD em formatos acessíveis (EPUB);False
10005;Realizar homologação de sistema de talonário eletrônico;True
9856;Solicitar habilitação de embarcação pesqueira para exportação de pescado à União Europeia (UE), via Secretaria de Aquicultura e Pesca;True
9668;Registrar-se como contratante de artistas, músicos ou técnicos em espetáculos de diversões;True
10433;Solicitar Autorização de Retorno ao Brasil;True
9671;Obter financiamento para projetos de saneamento básico por meio de Seleção Contínua - Mutuários Públicos;True
9930;Solicitar utilização/adesão às atas de Registro de Preços Nacional (RPN);True
9345;Solicitar o repasse dos valores do PNATE referente à rede estadual diretamente aos municípios;True
10522;Obter visto para viajar ao Brasil;True
1521;Habilitar serviço de referência para diagnóstico  e tratamento de câncer do colo do útero e de mama;True
2588;Licenciar Corretora de Resseguros;True
12669;Obter diploma ou 2ª via de diploma de graduação - UFR;True
12670;Obter diploma ou 2ª via de diploma de pós-graduação - UFR;True
12672;Protocolar documentos junto à Agência Nacional de Transportes Terrestres - ANTT;True
10099;Consultar documentos de Agência Classificadora de Risco de Crédito - CVM;True
2827;Solicitar patente de modelo de utilidade;True
